time,Xrefs,Yrefs,Xrobots,Yrobots,ISExs,ISEys
37.1,0.075,0.020625,0.074534364,0.018935029,3.00E-05,2.51E-05
37.2,0.075,0.0225,0.075723348,0.02122722,3.00E-05,2.53E-05
37.3,0.075,0.024375,0.074952066,0.022827826,3.00E-05,2.55E-05
37.4,0.075,0.02625,0.07505913,0.025267308,3.00E-05,2.56E-05
37.5,0.075,0.028125,0.074226537,0.026974969,3.00E-05,2.58E-05
37.6,0.075,0.03,0.075650061,0.028283851,3.00E-05,2.60E-05
37.7,0.075,0.031875,0.075480944,0.030593345,3.00E-05,2.62E-05
37.8,0.075,0.03375,0.075662508,0.032482848,3.00E-05,2.63E-05
37.9,0.075,0.035625,0.075180323,0.033881913,3.00E-05,2.65E-05
38,0.075,0.0375,0.075697253,0.035794906,3.00E-05,2.67E-05
38.1,0.075,0.039375,0.074542718,0.037591925,3.00E-05,2.69E-05
38.2,0.075,0.04125,0.075297128,0.03952161,3.00E-05,2.70E-05
38.3,0.075,0.043125,0.07466332,0.041466102,3.00E-05,2.72E-05
38.4,0.075,0.045,0.074819248,0.043576647,3.00E-05,2.74E-05
38.5,0.075,0.046875,0.074216536,0.045856831,3.00E-05,2.75E-05
38.6,0.075,0.04875,0.074896162,0.047559499,3.00E-05,2.77E-05
38.7,0.075,0.050625,0.075537614,0.049259614,3.00E-05,2.79E-05
38.8,0.075,0.0525,0.074292098,0.051384345,3.00E-05,2.81E-05
38.9,0.075,0.054375,0.075243132,0.053328378,3.00E-05,2.82E-05
39,0.075,0.05625,0.07485675,0.054624077,3.00E-05,2.84E-05
39.1,0.075,0.058125,0.074538006,0.056702348,3.00E-05,2.86E-05
39.2,0.075,0.06,0.074625221,0.058808908,3.00E-05,2.87E-05
39.3,0.075,0.061875,0.074850302,0.060702915,3.00E-05,2.89E-05
39.4,0.075,0.06375,0.074918092,0.062586095,3.00E-05,2.90E-05
39.5,0.075,0.065625,0.074100765,0.063852348,3.00E-05,2.92E-05
39.6,0.075,0.0675,0.07502422,0.065795138,3.00E-05,2.94E-05
39.7,0.075,0.069375,0.07511008,0.067679855,3.00E-05,2.95E-05
39.8,0.075,0.07125,0.075566306,0.069923718,3.00E-05,2.97E-05
39.9,0.075,0.073125,0.074524759,0.071730326,3.00E-05,2.99E-05
40,0.075,0.075,0.074167829,0.074029012,3.00E-05,3.00E-05
